商户编号,商户全称,商户简称,区域,商户地址,所属商圈编号,所属商圈名称,所属银行机构代码,商户机构代码,商户上架状态,省域,Qr Code,活动编号,城市,Sub Mer ID,Account Type,Shops Aptitude,组织机构表 → 总行标识,组织机构表 → 系统机构号,组织机构表 → 行政区划号,组织机构表 → 行名称,组织机构表 → 省域,组织机构表 → 城市,组织机构表 → 分行级别
52431,无锡市麦芽堂艺术咨询有限公司,无锡市麦芽堂艺术咨询有限公司,,江苏省无锡市滨湖区和畅路582-23,44,,109999,91320211MA1WT7TQ28,ing,江苏省,MTYyMjIxMjc4MzY3OQ==,,无锡市,0291320211MA1WT7TQ28,601,91320211MA1WT7TQ28,ABC,109999,320000,江苏,江苏省,,1
52432,无锡新井企业管理有限公司,无锡新井企业管理有限公司,,江苏省无锡市锡山区安镇街道兴越路2号,44,,109999,91320205MA1YBYNT6H,soldOut,江苏省,MTYyMjIxMjc4Mzc0OA==,,无锡市,0291320205MA1YBYNT6H,601,91320205MA1YBYNT6H,ABC,109999,320000,江苏,江苏省,,1
52453,贾汪区老矿大器文具用品经营部,贾汪区老矿大器文具用品经营部,,徐州市贾汪区团结街贾韩路食品公司楼,44,,109999,92320305MA210ETL6N,ing,江苏省,MTYyMjIxNDMzNzM0NA==,,徐州市,0292320305MA210ETL6N,401,92320305MA210ETL6N,ABC,109999,320000,江苏,江苏省,,1
52454,贾汪区新工区经纬办公用品店,贾汪区新工区经纬办公用品店,,徐州市贾汪区新工区兴泉路129号,44,,109999,92320305MA1RMJNU7H,ing,江苏省,MTYyMjIxNDMzNzQxNg==,,徐州市,0292320305MA1RMJNU7H,401,92320305MA1RMJNU7H,ABC,109999,320000,江苏,江苏省,,1
52624,新沂市方圆文化用品有限公司,新沂市方圆文化用品有限公司,,江苏省徐州市新沂市利民路|31,44,,109999,9132038135461099XC,soldOut,江苏省,MTYyMjY5OTIxMDY5Mg==,,徐州市,029132038135461099XC,601,9132038135461099XC,ABC,109999,320000,江苏,江苏省,,1
52665,建湖县近湖马二文体经营部,建湖县近湖马二文体经营部,,江苏省盐城市建湖县兴湖花苑5幢13号,44,,109999,92320925MA1NGPQP56,soldOut,江苏省,MTYyMzA0ODU3NjE3Nw==,,盐城市,0292320925MA1NGPQP56,401,92320925MA1NGPQP56,ABC,109999,320000,江苏,江苏省,,1
52666,清江浦唐潮园区图书文具经营部,清江浦唐潮园区图书文具经营部,,江苏省淮安市生态文化旅游区绿地世纪城四期152号楼商业06门面,44,,109999,92320811MA25EQP36J,soldOut,江苏省,MTYyMzA0ODU3NjI2MA==,,淮安市,0292320811MA25EQP36J,401,92320811MA25EQP36J,ABC,109999,320000,江苏,江苏省,,1
52667,清江浦区天天向上办公文具店,清江浦区天天向上办公文具店,,江苏省淮安市茂华国际汇1号商业99-15室一楼,44,,109999,92320811MA213J4C3U,soldOut,江苏省,MTYyMzA0ODU3NjMzMw==,,淮安市,0292320811MA213J4C3U,401,92320811MA213J4C3U,ABC,109999,320000,江苏,江苏省,,1
52668,淮阴区木舟百货店,淮阴区木舟百货店,,江苏省淮安市淮阴区王家营街道办事处向阳小区11号商铺,44,,109999,92320804MA223GH6X0,soldOut,江苏省,MTYyMzA0ODU3NjQwNQ==,,淮安市,0292320804MA223GH6X0,401,92320804MA223GH6X0,ABC,109999,320000,江苏,江苏省,,1
52669,淮阴区彦恺文具店,淮阴区彦恺文具店,,江苏省淮安市淮阴区王家营街道办事处万福街与幸福街交叉口二附小西门北侧门面,44,,109999,92320804MA25ET3R0F,soldOut,江苏省,MTYyMzA0ODU3NjQ3OQ==,,淮安市,0292320804MA25ET3R0F,401,92320804MA25ET3R0F,ABC,109999,320000,江苏,江苏省,,1
52670,清江浦区小萱萱书店,清江浦区小萱萱书店,,江苏省淮安市云梦清河国际社区碟苑-1号楼903室（商住用）,44,,109999,92320811MA1Q5P219G,soldOut,江苏省,MTYyMzA1MTg2NzU0Nw==,,淮安市,0292320811MA1Q5P219G,401,92320811MA1Q5P219G,ABC,109999,320000,江苏,江苏省,,1
52671,淮安市汇通市场得力文具经营部,淮安市汇通市场得力文具经营部,,江苏省淮安市汇通市场四区二楼外81、82号门市,44,,109999,92320811MA1WW14867,soldOut,江苏省,MTYyMzA1MTg2NzYyMg==,,淮安市,0292320811MA1WW14867,401,92320811MA1WW14867,ABC,109999,320000,江苏,江苏省,,1
52747,扬州市三茅街道美业文具店,扬州市三茅街道美业文具店,,江苏省镇江市扬中市三茅街道翠竹北路18号,44,,109999,92321182MAUJ09XA,soldOut,江苏省,MTYyMzgyNzEwMjExMw==,,镇江市,0292321182MAUJ09XA,401,92321182MAUJ09XA,ABC,109999,320000,江苏,江苏省,,1
52770,东台唯友文化用品有限公司,东台唯友文化用品有限公司,,江苏省盐城市东台市东关新村东关路80号,44,,109999,91320981MA1N3LKX0C,soldOut,江苏省,MTYyNDM1ODYwNzg0OA==,,盐城市,0291320981MA1N3LKX0C(1),601,91320981MA1N3LKX0C,ABC,109999,320000,江苏,江苏省,,1
52774,溧阳市溧城毓才人文具店,溧阳市溧城毓才人文具店,,江苏省常州市溧阳市溧城镇图塘路110号,44,,109999,92320481MA1TAHX06P,ing,江苏省,MTYyNDg2MzIzNTcxNQ==,,常州市,0292320481MA1TAHX06P,401,92320481MA1TAHX06P,ABC,109999,320000,江苏,江苏省,,1
52777,溧阳市溧城诚品文具店,溧阳市溧城诚品文具店,,江苏省常州市溧阳市溧城镇昆仑花园四区17幢3号,44,,109999,3.20482E+14,soldOut,江苏省,MTYyNDg2NDE2MTUxOQ==,,常州市,02320481600418728(1),401,3.20482E+14,ABC,109999,320000,江苏,江苏省,,1
52417,苏州洁雅思商贸有限公司,苏州洁雅思商贸有限公司,,苏州市吴中区越溪街道溪翔路330号2幢103,44,,109998,91320506078272962R,soldOut,江苏省,MTYyMjIxMjc4MjcxMw==,,苏州市,0291320506078272962R,601,91320506078272962R,ABC,109998,320500,苏州,江苏省,苏州市,1
52418,苏州市汇仁源商贸有限公司,苏州市汇仁源商贸有限公司,,苏州吴中经济开发区越溪街道前珠路1号4幢8109室,44,,109998,91320506MA1MH2TB14,soldOut,江苏省,MTYyMjIxMjc4Mjc4Mg==,,苏州市,0291320506MA1MH2TB14,601,91320506MA1MH2TB14,ABC,109998,320500,苏州,江苏省,苏州市,1
52343,永修县涂埠镇新城如意办公文体用品店,永修县涂埠镇新城如意办公文体用品店,,九江市永修县新城山水美地,44,,149999,92360425MA36MPR08X,soldOut,江西省,MTYyMTkzMjExMjk3MQ==,,九江市,0292360425MA36MPR08X,401,92360425MA36MPR08X,ABC,149999,360000,江西,江西省,,1
5333,张玉坤,张玉坤,,辽宁省营口市鲅鱼圈区红海新区F区-158#门市,44,,69999,92210804MA0XU5AB85,soldOut,辽宁,MTYyMTMzNTQ3NTY2Mw==,,营口,0292210804MA0XU5AB85,,92210804MA0XU5AB85,ABC,69999,210000,辽宁,辽宁省,,1
5334,侯博,侯博,,辽宁省营口市鲅鱼圈区熊岳镇育才小区1号楼东2单元东3号楼,44,,69999,92210804MA0WB7J22N,soldOut,辽宁,MTYyMTMzNTQ3NTczMg==,,营口,0292210804MA0WB7J22N,,92210804MA0WB7J22N,ABC,69999,210000,辽宁,辽宁省,,1
5335,唐绍彪,唐绍彪,,辽宁省鞍山市海城市南台镇金润佳园小区12号楼1单元1层1号,44,,69999,92210381MA104REU90,soldOut,辽宁,MTYyMTMzNTQ3NTc5NA==,,鞍山,0292210381MA104REU90,,92210381MA104REU90,ABC,69999,210000,辽宁,辽宁省,,1
5336,冷红,冷红,,辽宁省营口市鲅鱼圈区熊岳镇长征街（鸿程书香苑C2栋东11号门市）,44,,69999,92210804MA0WKF786J,soldOut,辽宁,MTYyMTMzNTQ3NTg1OQ==,,营口,0292210804MA0WKF786J,,92210804MA0WKF786J,ABC,69999,210000,辽宁,辽宁省,,1
5337,贾盛智,贾盛智,,辽宁省营口市边城镇老边村办公楼门前西门房,44,,69999,92210811MA10G8E158,soldOut,辽宁,MTYyMTMzNTQ3NTkyMw==,,营口,0292210811MA10G8E158,,92210811MA10G8E158,ABC,69999,210000,辽宁,辽宁省,,1
5338,毛海柳,毛海柳,,辽宁省营口市老边区冶金街市场西里,44,,69999,92210811MA0TYAH47A,soldOut,辽宁,MTYyMTMzNTQ3NTk4NA==,,营口,0292210811MA0TYAH47A,,92210811MA0TYAH47A,ABC,69999,210000,辽宁,辽宁省,,1
5339,许丽红,许丽红,,辽宁省营口市鲅鱼圈区三家子03-华宁6#楼-7#门市,44,,69999,92210804MA0WB3EF6W,soldOut,辽宁,MTYyMTMzNTQ3NjA0Ng==,,营口,0292210804MA0WB3EF6W,,92210804MA0WB3EF6W,ABC,69999,210000,辽宁,辽宁省,,1
5340,金刚,金刚,,营口市老边区捻线街,44,,69999,92210811MA0WBQQ453,soldOut,辽宁,MTYyMTMzNTQ3NjExMA==,,营口,0292210811MA0WBQQ453,,92210811MA0WBQQ453,ABC,69999,210000,辽宁,辽宁省,,1
5341,赵长雁,赵长雁,,辽宁省营口南楼经济开发区东市街,44,,69999,92210882MA0U8BPK0G,soldOut,辽宁,MTYyMTMzNTQ3NjE3Mw==,,营口,0292210882MA0U8BPK0G,,92210882MA0U8BPK0G,ABC,69999,210000,辽宁,辽宁省,,1
5342,郭鹏,郭鹏,,辽宁省鞍山市千山区大孤山铁南25栋一号,44,,69999,92210302MA10R7YX17,soldOut,辽宁,MTYyMTMzNTQ3NjIzNQ==,,鞍山市,0292210302MA10R7YX17,,92210302MA10R7YX17,ABC,69999,210000,辽宁,辽宁省,,1
5343,王洪涛,王洪涛,,辽宁省鞍山市千山区汤岗子镇林家村振兴路,44,,69999,92210311MA10CLDC2J,soldOut,辽宁,MTYyMTMzNTQ3NjMwMA==,,鞍山市,0292210311MA10CLDC2J,,92210311MA10CLDC2J,ABC,69999,210000,辽宁,辽宁省,,1
5344,吕杰,吕杰,,辽宁省鞍山市千山区达道湾镇裕民街64号楼西侧一层网点,44,,69999,92210300MA0UX9A96G,soldOut,辽宁,MTYyMTMzNTQ3NjM2MQ==,,鞍山市,0292210300MA0UX9A96G,,92210300MA0UX9A96G,ABC,69999,210000,辽宁,辽宁省,,1
5345,王清,王清,,辽宁省辽阳市文圣区小屯镇现代装饰,44,,69999,92211003MA0UKL8J7U,soldOut,辽宁,MTYyMTMzNTQ3NjQyMw==,,辽阳市,0292211003MA0UKL8J7U,,92211003MA0UKL8J7U,ABC,69999,210000,辽宁,辽宁省,,1
5421,辽宁灿朵文化商贸有限公司,辽宁灿朵文化商贸有限公司,,辽宁省朝阳市龙城区中兴街豪德贸易广场东区1号1227,44,,69999,91211303MA104P7H2A,soldOut,辽宁省,MTYyMTMzNTQ4MTc2MA==,,朝阳市,0291211303MA104P7H2A,,91211303MA104P7H2A,ABC,69999,210000,辽宁,辽宁省,,1
5641,本溪展宏商贸有限公司,本溪展宏商贸有限公司,,平山区站前街,44,,69999,91210502MA0YM1LB4F,ing,辽宁省,MTYyMTMzNTQ5NjY5OQ==,,本溪市,0291210502MA0YM1LB4F,601,91210502MA0YM1LB4F,ABC,69999,210000,辽宁,辽宁省,,1
5644,葫芦岛丽祥商贸有限公司,葫芦岛丽祥商贸有限公司,,辽宁省葫芦岛市连山区天化街52号4单元202室,44,,69999,91211402MA0TY0FL6X,ing,辽宁省,MTYyMTMzNTQ5Njg4OQ==,,葫芦岛市,0291211402MA0TY0FL6X,601,91211402MA0TY0FL6X,ABC,69999,210000,辽宁,辽宁省,,1
5681,鞍山众睿诚科技有限公司,鞍山众睿诚科技有限公司,铁东区,辽宁省鞍山市铁西区陶官街得力办公,44,,69999,91210302318911808K,ing,辽宁省,MTYyMTM1MjM3NDMzMA==,,鞍山市,0291210302318911808K,601,91210302318911808K,ABC,69999,210000,辽宁,辽宁省,,1
52393,连山区兴工街小利办公用品商贸行,连山区兴工街小利办公用品商贸行,,连山区兴工路23-3号,44,,69999,92211402MA0XM03E00,ing,辽宁省,MTYyMjIxMjc4MDk2OA==,,葫芦岛市,0292211402MA0XM03E00,401,92211402MA0XM03E00,ABC,69999,210000,辽宁,辽宁省,,1
52394,葫芦岛市连山区连山街小叮当文百批发行,葫芦岛市连山区连山街小叮当文百批发行,,连山区福隆商业街a-a1,44,,69999,92211402MA0WJ4940T,ing,辽宁省,MTYyMjIxMjc4MTAzNw==,,葫芦岛市,0292211402MA0WJ4940T,401,92211402MA0WJ4940T,ABC,69999,210000,辽宁,辽宁省,,1
52448,兴城市观海小区超市,兴城市观海小区超市,,辽宁省葫芦岛市兴城市观海国际小区A1栋5号门市,44,,69999,92211481MA0U2Q882Y,ing,辽宁省,MTYyMjIxNDMzNjk4OA==,,葫芦岛市,0292211481MA0U2Q882Y,401,92211481MA0U2Q882Y,ABC,69999,210000,辽宁,辽宁省,,1
52580,阜新蒙古族自治县阜新镇志科文化用品商店,阜新蒙古族自治县阜新镇志科文化用品商店,,辽宁省阜新市阜新蒙古族自治县乌兰大厦|东栋,44,,69999,92210921MA0TXTHE5Y,ing,辽宁省,MTYyMjY5OTIwNzM3NA==,,阜新市,0292210921MA0TXTHE5Y,401,92210921MA0TXTHE5Y,ABC,69999,210000,辽宁,辽宁省,,1
52581,阜新蒙古族自治县汇丰书店,阜新蒙古族自治县汇丰书店,,辽宁省阜新市阜新蒙古族自治县阜新镇,44,,69999,92210921MAOUJDOC1F,ing,辽宁省,MTYyMjY5OTIwNzQ0Ng==,,阜新市,0292210921MAOUJDOC1F,401,92210921MAOUJDOC1F,ABC,69999,210000,辽宁,辽宁省,,1
52595,沈阳市大东区盛星通办公用品批发中心,沈阳市大东区盛星通办公用品批发中心,,辽宁省沈阳市大东区龙之梦共达小商品大世界,44,,69999,92210104MA1115L373,soldOut,辽宁省,MTYyMjY5OTIwODU0MQ==,,沈阳市,0292210104MA1115L373,401,92210104MA1115L373,ABC,69999,210000,辽宁,辽宁省,,1
52596,绥中县聚富商城小艳办公用品商店,绥中县聚富商城小艳办公用品商店,,辽宁省葫芦岛市绥中县聚富商城,44,,69999,92211421MA0WHMDP6B,soldOut,辽宁省,MTYyMjY5OTIwODYxMw==,,葫芦岛市,0292211421MA0WHMDP6B,401,92211421MA0WHMDP6B,ABC,69999,210000,辽宁,辽宁省,,1
52599,凌源市小静佳选超市门市部,凌源市小静佳选超市门市部,,辽宁省朝阳市凌源市宏建三期,44,,69999,92211382MA109L240M,ing,辽宁省,MTYyMjY5OTIwODgzOA==,,朝阳市,0292211382MA109L240M,401,92211382MA109L240M,ABC,69999,210000,辽宁,辽宁省,,1
52600,凌源市华福超市,凌源市华福超市,,辽宁省朝阳市凌源市凌河村,44,,69999,92211382MA0TX2JD62,ing,辽宁省,MTYyMjY5OTIwODkwOQ==,,朝阳市,0292211382MA0TX2JD62,401,92211382MA0TX2JD62,ABC,69999,210000,辽宁,辽宁省,,1
52601,大石桥市新新文具店,大石桥市新新文具店,,辽宁省营口市大石桥市军民街,44,,69999,92210882MA0U8D1F24,soldOut,辽宁省,MTYyMjY5OTIwODk4MA==,,营口市,0292210882MA0U8D1F24,401,92210882MA0U8D1F24,ABC,69999,210000,辽宁,辽宁省,,1
52658,建昌县连翠综合商店,建昌县连翠综合商店,,辽宁省葫芦岛市建昌县,44,,69999,92211422MA0X3G779J,ing,辽宁省,MTYyMzA0NTI3ODYxMw==,,葫芦岛市,0292211422MA0X3G779J,401,92211422MA0X3G779J,ABC,69999,210000,辽宁,辽宁省,,1
52662,葫芦岛市南票区丽华友谊超市,葫芦岛市南票区丽华友谊超市,,葫芦岛市南票区九龙街道南海街2号门市房,44,,69999,92211404MA0ULXA021,ing,辽宁省,MTYyMzA0NTI3ODkwOA==,,葫芦岛市,0292211404MA0ULXA021,401,92211404MA0ULXA021,ABC,69999,210000,辽宁,辽宁省,,1
52698,阜新蒙古族自治县城区福旺隆超市,阜新蒙古族自治县城区福旺隆超市,,辽宁省阜新市阜蒙县工农路（智发东顺城小区院内1、2号网点）,44,,69999,92210921MA0YEEA814,ing,辽宁省,MTYyMzIxNjQwMjcyOA==,,阜新市,0292210921MA0YEEA814,401,92210921MA0YEEA814,ABC,69999,210000,辽宁,辽宁省,,1
52699,阜新市新邱区大福源超市,阜新市新邱区大福源超市,,辽宁省阜新市新邱区文明街22-17门,44,,69999,92210903MA0U0X6Y07,ing,辽宁省,MTYyMzIxNjQwMjgwNA==,,阜新市,0292210903MA0U0X6Y07,401,92210903MA0U0X6Y07,ABC,69999,210000,辽宁,辽宁省,,1
52742,东港市新华文化办公用品商店,东港市新华文化办公用品商店,,辽宁省丹东市东港市大东区东港市660图593宅,44,,69999,92210681MA0UP0PJ5T,ing,辽宁省,MTYyMzgyNzEwMTczMQ==,,丹东东,0292210681MA0UP0PJ5T,401,92210681MA0UP0PJ5T,ABC,69999,210000,辽宁,辽宁省,,1
52743,宽甸满族自治县城镇增汶书店,宽甸满族自治县城镇增汶书店,,辽宁省丹东市宽甸镇过街楼东街香城久丽2号楼门市103铺,44,,69999,92210624MA0UBNG76B,ing,辽宁省,MTYyMzgyNzEwMTgwOQ==,,丹东市,0292210624MA0UBNG76B,401,92210624MA0UBNG76B,ABC,69999,210000,辽宁,辽宁省,,1
52744,丹东市振安区五龙背镇晨曦时尚文化用品店,丹东市振安区五龙背镇晨曦时尚文化用品店,,辽宁省丹东市振安区五龙背镇站前街,44,,69999,92210604MA0UQFNDXX,ing,辽宁省,MTYyMzgyNzEwMTg4NA==,,丹东市,0292210604MA0UQFNDXX,401,92210604MA0UQFNDXX,ABC,69999,210000,辽宁,辽宁省,,1
52745,丹东市振安区我的百货文具店,丹东市振安区我的百货文具店,,辽宁省丹东市振安区九连城镇九连城村五组,44,,69999,92210604MA0YMY9H71,ing,辽宁省,MTYyMzgyNzEwMTk2NA==,,丹东市,0292210604MA0YMY9H71,401,92210604MA0YMY9H71,ABC,69999,210000,辽宁,辽宁省,,1
52784,阜新蒙古族自治县城区安信办公用品中心商店,阜新蒙古族自治县城区安信办公用品中心商店,,辽宁省阜新市阜新镇强盛社区繁荣大街81号楼-18号网点,44,,69999,92210921MA0U0MRW82,soldOut,辽宁省,MTYyNjA4MjI2MTY2Mw==,,阜新市,0292210921MA0U0MRW82,401,92210921MA0U0MRW82,ABC,69999,210000,辽宁,辽宁省,,1
52793,盘锦市兴隆台区诚佳信办公用品商行,盘锦市兴隆台区诚佳信办公用品商行,,辽宁省盘锦市兴隆台区党校小区18号商网,44,,69999,92211103MA0WKLHX0C,soldOut,辽宁省,MTYyNzAyMDkxNjcyNQ==,,盘锦市,0292211103MA0WKLHX0C,401,92211103MA0WKLHX0C,ABC,69999,210000,辽宁,辽宁省,,1
5307,杜莹,杜莹,,辽宁省大连市甘井子区汇达街81号,44,,349999,92210211MA10H68W0W,soldOut,辽宁,MTYyMTMzNTQ3Mzk2NQ==,,大连,0292210211MA10H68W0W,,92210211MA10H68W0W,ABC,349999,210200,大连,辽宁省,大连市,1
5308,肖萍,肖萍,,辽宁省大连市西岗区唐山街市场,44,,349999,92210203MA0XLRWC76,soldOut,辽宁,MTYyMTMzNTQ3NDAyNQ==,,大连,0292210203MA0XLRWC76,,92210203MA0XLRWC76,ABC,349999,210200,大连,辽宁省,大连市,1
5309,陈继雨,陈继雨,,辽宁省大连市甘井子区柳树村欧洲小镇6-1-3公建,44,,349999,92210211MA104P9H5W,soldOut,辽宁,MTYyMTMzNTQ3NDA4OQ==,,大连,0292210211MA104P9H5W,,92210211MA104P9H5W,ABC,349999,210200,大连,辽宁省,大连市,1
5310,马伟伟,马伟伟,,辽宁省大连市甘井子区大连湾街道福佳新城居家东院3-8,44,,349999,92210211MA10N0PK7R,soldOut,辽宁,MTYyMTMzNTQ3NDE1MA==,,大连,0292210211MA10N0PK7R,,92210211MA10N0PK7R,ABC,349999,210200,大连,辽宁省,大连市,1
5311,孙彦,孙彦,,辽宁省大连市中山区三八商城,44,,349999,2.10203E+14,soldOut,辽宁,MTYyMTMzNTQ3NDIxMQ==,,大连,2.2102E+15,,2.10203E+14,ABC,349999,210200,大连,辽宁省,大连市,1
5312,于学荣,于学荣,,辽宁省大连市中山区三八商城,44,,349999,2.10203E+14,soldOut,辽宁,MTYyMTMzNTQ3NDI4MQ==,,大连,2.2102E+15,,2.10203E+14,ABC,349999,210200,大连,辽宁省,大连市,1
5313,张相东,张相东,,辽宁省大连市甘井子区泉水n2区22号楼南侧,44,,349999,92210211MA10BXTR44,soldOut,辽宁,MTYyMTMzNTQ3NDM1MA==,,大连,0292210211MA10BXTR44,,92210211MA10BXTR44,ABC,349999,210200,大连,辽宁省,大连市,1
5314,周连发,周连发,,辽宁省大连市甘井子区千山路大湾市场坤大文具店,44,,349999,92210211MA0WX71G25,soldOut,辽宁,MTYyMTMzNTQ3NDQxMQ==,,大连,0292210211MA0WX71G25,,92210211MA0WX71G25,ABC,349999,210200,大连,辽宁省,大连市,1
5315,马志远,马志远,,辽宁省大连市沙河口区东北路小学对面羽丰超市,44,,349999,92210204MA10W8QK4A,soldOut,辽宁,MTYyMTMzNTQ3NDQ3Mg==,,大连,0292210204MA10W8QK4A,,92210204MA10W8QK4A,ABC,349999,210200,大连,辽宁省,大连市,1
5316,潘晓雷,潘晓雷,,辽宁省大连市沙河口区同泰街中山路小学旁,44,,349999,92210204MA0XXMPN42,soldOut,辽宁,MTYyMTMzNTQ3NDUzOQ==,,大连,0292210204MA0XXMPN42,,92210204MA0XXMPN42,ABC,349999,210200,大连,辽宁省,大连市,1
5317,刘清,刘清,,辽宁省大连市甘井子区甘南街7—6,44,,349999,92210211MA10CDU78P,soldOut,辽宁,MTYyMTMzNTQ3NDYwOA==,,大连,0292210211MA10CDU78P,,92210211MA10CDU78P,ABC,349999,210200,大连,辽宁省,大连市,1
5318,葛淑华,葛淑华,,辽宁省大连市甘井子区泉水N3区30-3,44,,349999,92210211MA0UEJ9BXR,soldOut,辽宁,MTYyMTMzNTQ3NDY3MA==,,大连,0292210211MA0UEJ9BXR,,92210211MA0UEJ9BXR,ABC,349999,210200,大连,辽宁省,大连市,1
5319,史晶玉,史晶玉,,辽宁省大连市甘井子区南关岭路78号喜洋洋文具,44,,349999,92210211MA0WQF8L11,soldOut,辽宁,MTYyMTMzNTQ3NDczMw==,,大连,0292210211MA0WQF8L11,,92210211MA0WQF8L11,ABC,349999,210200,大连,辽宁省,大连市,1
5346,崔云,崔云,,辽宁省大连市西岗区宏济街110号1层1单元7号,44,,349999,92210203MA10LK4P8C,soldOut,辽宁,MTYyMTMzNTQ3NjQ4Nw==,,大连,0292210203MA10LK4P8C,,92210203MA10LK4P8C,ABC,349999,210200,大连,辽宁省,大连市,1
5642,大连德恒达科技有限公司,大连德恒达科技有限公司,,庄河市新华街道前炮委,44,,349999,91210211MA0QECHG9E,ing,辽宁省,MTYyMTMzNTQ5Njc2Mw==,,大连,0291210211MA0QECHG9E,601,91210211MA0QECHG9E,ABC,349999,210200,大连,辽宁省,大连市,1
5643,大连亨意达办公用品有限公司,大连亨意达办公用品有限公司,,大连市甘井子区松江路189号,44,,349999,91210211582004211F,ing,辽宁省,MTYyMTMzNTQ5NjgyNg==,,大连,0291210211582004211F,601,91210211582004211F,ABC,349999,210200,大连,辽宁省,大连市,1
5645,大连威百特贸易有限公司,大连威百特贸易有限公司,,大连市沙河口区西北路279号一层公建,44,,349999,9.12102E+17,ing,辽宁省,MTYyMTMzNTQ5Njk1Mg==,,大连,2.9121E+18,601,9.12102E+17,ABC,349999,210200,大连,辽宁省,大连市,1
5646,大连盛世达科技发展有限公司,大连盛世达科技发展有限公司,,大连市中山区葵花街37号1单元1层1号,44,,349999,91210202397380426D,ing,辽宁省,MTYyMTMzNTQ5NzAyMA==,,大连,0291210202397380426D,601,91210202397380426D,ABC,349999,210200,大连,辽宁省,大连市,1
5680,大连宇慧商贸有限公司,大连宇慧商贸有限公司,金州区,大连金州区中长街道于洼小区7号2单元4层1号,44,,349999,91210213554978895K,ing,辽宁省,MTYyMTM1MjM3NDI2NQ==,,大连市,0291210213554978895K,601,91210213554978895K,ABC,349999,210200,大连,辽宁省,大连市,1
5254,陈丹,陈丹,,内蒙古自治区兴安盟乌兰浩特市兴安陵园路水利小区南7号门市,44,,59999,92152201MA0QAWGA6X,soldOut,内蒙古自治区,MTYyMTMzNTQ3MDI2Mw==,,乌兰浩特市,0292152201MA0QAWGA6X,,92152201MA0QAWGA6X,ABC,59999,150000,内蒙古,内蒙古自治区,,1
5255,潘春亮,潘春亮,,内蒙古自治区兴安盟乌兰浩特市胜利街小商品三楼327号间,44,,59999,92152201MA0NQ0EU4T,soldOut,内蒙古自治区,MTYyMTMzNTQ3MDMyNQ==,,乌兰浩特市,0292152201MA0NQ0EU4T,,92152201MA0NQ0EU4T,ABC,59999,150000,内蒙古,内蒙古自治区,,1
5320,柳文鹏,柳文鹏,,赤峰市红山区桥北中昊街南龙头山路东红山区尚景小区101-1-107号厅,44,,59999,92150402MA0R500927,soldOut,内蒙古,MTYyMTMzNTQ3NDc5OQ==,,赤峰市,0292150402MA0R500927,,92150402MA0R500927,ABC,59999,150000,内蒙古,内蒙古自治区,,1
5321,马志敏,马志敏,,赤峰市红山区桥北荷枫水岸二期12号楼1单元104室,44,,59999,92150402MA0QT23R4D,soldOut,内蒙古,MTYyMTMzNTQ3NDg2NA==,,赤峰市,0292150402MA0QT23R4D,,92150402MA0QT23R4D,ABC,59999,150000,内蒙古,内蒙古自治区,,1
5322,张国友,张国友,,赤峰市松山区金景花语城6-3-3-102,44,,59999,92150404MA0QP3U81P,soldOut,内蒙古,MTYyMTMzNTQ3NDkzOQ==,,赤峰市,0292150404MA0QP3U81P,,92150404MA0QP3U81P,ABC,59999,150000,内蒙古,内蒙古自治区,,1
5323,郝柏昆,郝柏昆,,赤峰市松山区翡翠明珠10号楼1单元101号,44,,59999,92150404MA0QUK3Y68,soldOut,内蒙古,MTYyMTMzNTQ3NTAwMw==,,赤峰市,0292150404MA0QUK3Y68,,92150404MA0QUK3Y68,ABC,59999,150000,内蒙古,内蒙古自治区,,1
5324,刘艳,刘艳,,赤峰市红山区哈达街办事处第十中学对门大厅,44,,59999,92150402MA0QJT193X,soldOut,内蒙古,MTYyMTMzNTQ3NTA2NQ==,,赤峰市,0292150402MA0QJT193X,,92150402MA0QJT193X,ABC,59999,150000,内蒙古,内蒙古自治区,,1
5325,刘金凤,刘金凤,,赤峰市松山区临河小区20号楼03011号大厅,44,,59999,92150404MA0Q8NFP7T,soldOut,内蒙古,MTYyMTMzNTQ3NTEzMA==,,赤峰市,0292150404MA0Q8NFP7T,,92150404MA0Q8NFP7T,ABC,59999,150000,内蒙古,内蒙古自治区,,1
5326,石峻立,石峻立,,赤峰市红山区新华小区15号楼,44,,59999,92150402MA0NKFHY4L,soldOut,内蒙古,MTYyMTMzNTQ3NTE5MQ==,,赤峰市,0292150402MA0NKFHY4L,,92150402MA0NKFHY4L,ABC,59999,150000,内蒙古,内蒙古自治区,,1
5327,甄淑艳,甄淑艳,,赤峰市红山区长青街办事处四中综合楼A座121厅,44,,59999,92150402MA0QUJMA8U,soldOut,内蒙古,MTYyMTMzNTQ3NTI1NA==,,赤峰市,0292150402MA0QUJMA8U,,92150402MA0QUJMA8U,ABC,59999,150000,内蒙古,内蒙古自治区,,1
5328,黄智攀,黄智攀,,赤峰市红山区火花路热电小区2号楼411厅,44,,59999,92150402MA0R550P79,soldOut,内蒙古,MTYyMTMzNTQ3NTM1NQ==,,赤峰市,0292150402MA0R550P79,,92150402MA0R550P79,ABC,59999,150000,内蒙古,内蒙古自治区,,1
